env_steps,return,length,train/length,train/return,FPS,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,wass_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
30000,,,,,,0.5506,0.7492,0.1766,-1268.4347,58.013,0.1523,-0.3496,3746.5991,39947.4062,31.9917
30000,-845.7491,727.2,,,,,,,,,,,,,
30500,,,,,,0.5621,0.7394,0.1967,-1311.0282,52.8053,0.1461,-0.3746,2781.5984,32614.6973,54.5102
30635,,,1000,-1074.0284,62.0848,,,,,,,,,,
31000,,,,,,0.5583,0.7512,0.2131,-1268.0818,47.7484,0.134,-0.4082,2534.9683,46321.9688,23.8989
31500,,,,,,0.5504,0.7288,0.1846,-1225.7787,37.6885,0.1465,-0.3697,1826.2415,35135.125,23.9644
31635,,,1000,-1135.4929,75.2503,,,,,,,,,,
31643,,,8,-16.2227,74.7014,,,,,,,,,,
31789,,,146,-180.4029,74.3382,,,,,,,,,,
31983,,,194,-259.6047,74.7284,,,,,,,,,,
32000,,,,,,0.562,0.7387,0.205,-1258.584,42.6399,0.1405,-0.3983,1866.7117,29630.6816,43.2842
32039,,,56,-43.4179,74.5664,,,,,,,,,,
32049,,,10,-16.5972,74.8768,,,,,,,,,,
32223,,,174,-237.6092,73.6713,,,,,,,,,,
32322,,,99,-133.9699,73.8723,,,,,,,,,,
32372,,,50,-90.4023,74.2185,,,,,,,,,,
32428,,,56,-50.3778,74.0334,,,,,,,,,,
32490,,,62,-69.8512,75.8027,,,,,,,,,,
32500,,,,,,0.5663,0.7401,0.2047,-1258.6469,51.6352,0.144,-0.3977,3414.665,32993.5898,41.704
32514,,,24,-14.2183,75.3353,,,,,,,,,,
32582,,,68,-61.9997,75.5963,,,,,,,,,,
32624,,,42,-36.8823,75.8299,,,,,,,,,,
33000,,,,,,0.5556,0.7345,0.1882,-1274.8958,49.0341,0.1476,-0.3731,2483.6167,36846.8164,32.0239
33500,,,,,,0.5614,0.7328,0.1969,-1284.2878,51.668,0.1456,-0.3857,2296.6807,44043.6055,22.9684
33624,,,1000,-1332.0176,74.8942,,,,,,,,,,
33658,,,34,-37.1137,73.9116,,,,,,,,,,
33669,,,11,-12.7888,75.6318,,,,,,,,,,
33679,,,10,-6.4902,75.3681,,,,,,,,,,
33716,,,37,-43.0734,75.3678,,,,,,,,,,
33724,,,8,-13.5855,75.8231,,,,,,,,,,
33777,,,53,-67.0462,75.4596,,,,,,,,,,
33966,,,189,-267.7885,75.4641,,,,,,,,,,
34000,,,,,,0.5707,0.7476,0.1857,-1318.9077,47.5949,0.1591,-0.3681,3508.0378,50043.8477,34.866
34052,,,86,-88.3253,73.795,,,,,,,,,,
34500,,,,,,0.5593,0.742,0.1821,-1225.8984,48.0346,0.1528,-0.3635,1688.8887,29680.5742,25.1046
35000,,,,,,0.5499,0.7402,0.1848,-1189.5137,47.7843,0.1452,-0.3657,1657.8666,27835.8379,30.9744
35000,-340.0447,429.7,,,,,,,,,,,,,
35052,,,1000,-1300.5079,65.4651,,,,,,,,,,
35108,,,56,-39.6092,76.9975,,,,,,,,,,
35423,,,315,-311.9208,76.8555,,,,,,,,,,
35458,,,35,-31.8657,77.0906,,,,,,,,,,
35500,,,,,,0.553,0.7248,0.1885,-1233.41,55.1898,0.1457,-0.3781,2048.7019,40855.5703,28.5843
36000,,,,,,0.5527,0.7525,0.1932,-1250.8511,41.6463,0.1406,-0.3835,1695.1069,28858.3516,32.939
36458,,,1000,-1217.2716,74.7186,,,,,,,,,,
36481,,,23,-18.232,74.6598,,,,,,,,,,
36500,,,,,,0.5484,0.7304,0.1828,-1223.7479,44.7813,0.1462,-0.354,1890.6157,29754.4219,26.5855
36589,,,108,-95.7481,74.3967,,,,,,,,,,
37000,,,,,,0.5542,0.7367,0.1924,-1212.3483,45.6465,0.1427,-0.3731,1471.8201,27292.3066,25.7728
37500,,,,,,0.5499,0.7413,0.1824,-1235.4198,45.3129,0.1452,-0.3637,1419.2737,22333.6523,31.4488
37589,,,1000,-1048.6796,75.4947,,,,,,,,,,
37607,,,18,-17.6659,74.524,,,,,,,,,,
37625,,,18,-20.293,74.8168,,,,,,,,,,
38000,,,,,,0.5564,0.7312,0.1852,-1206.6246,46.3774,0.1487,-0.3551,1213.5311,21569.2969,24.8579
38500,,,,,,0.5515,0.7473,0.1841,-1227.2529,49.6077,0.1473,-0.3628,1157.2339,17278.3613,32.1722
38625,,,1000,-920.833,75.2053,,,,,,,,,,
38644,,,19,-9.7467,75.6382,,,,,,,,,,
38665,,,21,-17.5932,73.7508,,,,,,,,,,
39000,,,,,,0.5562,0.7323,0.1884,-1161.7666,43.7656,0.146,-0.3647,1223.327,19061.6758,31.1558
39500,,,,,,0.5536,0.7389,0.1893,-1179.0476,48.3438,0.1431,-0.3628,986.1765,20274.1895,20.0033
39665,,,1000,-959.0677,73.8113,,,,,,,,,,
39743,,,78,-63.6257,75.4959,,,,,,,,,,
39809,,,66,-4.1078,75.6042,,,,,,,,,,
39842,,,33,-27.2451,77.014,,,,,,,,,,
39933,,,91,-69.4687,75.6307,,,,,,,,,,
39954,,,21,-21.9802,75.5996,,,,,,,,,,
39963,,,9,-17.6361,75.5345,,,,,,,,,,
40000,,,,,,0.5458,0.7417,0.1809,-1152.0619,42.0778,0.1442,-0.3609,1169.0748,23555.0762,29.6583
