env_steps,return,length,train/length,train/return,FPS,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm
12784,,,32,156.0646,89.3278,,,,,,,,,
12828,,,44,224.2678,89.2269,,,,,,,,,
12899,,,71,384.718,89.1603,,,,,,,,,
12946,,,47,244.1122,89.0733,,,,,,,,,
12969,,,23,115.2148,89.092,,,,,,,,,
12996,,,27,140.3506,89.4128,,,,,,,,,
13000,,,,,,1.717,0.6011,0.1903,-303.701,13.4572,0.6907,170.9089,228.4406,2.1981
13015,,,19,92.1729,88.7284,,,,,,,,,
13042,,,27,136.4644,89.5122,,,,,,,,,
13080,,,38,207.3693,89.356,,,,,,,,,
13123,,,43,226.5814,88.711,,,,,,,,,
13155,,,32,157.1763,89.6145,,,,,,,,,
13200,,,45,206.855,88.7475,,,,,,,,,
13240,,,40,219.0711,89.2137,,,,,,,,,
13264,,,24,121.3402,89.8942,,,,,,,,,
13283,,,19,92.2733,89.3833,,,,,,,,,
13326,,,43,219.6142,90.8402,,,,,,,,,
13396,,,70,372.9066,92.1089,,,,,,,,,
13416,,,20,97.4266,91.6684,,,,,,,,,
13438,,,22,109.9438,92.4115,,,,,,,,,
13500,,,,,,1.7523,0.6074,0.1958,-311.3123,15.1096,0.7257,216.1788,400.5534,2.0489
13508,,,70,352.2088,92.2454,,,,,,,,,
13529,,,21,102.6432,91.837,,,,,,,,,
13589,,,60,317.9834,91.9553,,,,,,,,,
13624,,,35,164.6446,92.0887,,,,,,,,,
13661,,,37,185.3023,91.7518,,,,,,,,,
13713,,,52,259.3786,88.6097,,,,,,,,,
13760,,,47,241.5484,89.2785,,,,,,,,,
13784,,,24,116.457,89.6574,,,,,,,,,
13802,,,18,86.2443,89.3671,,,,,,,,,
13827,,,25,124.9253,88.4004,,,,,,,,,
13878,,,51,253.2662,89.4902,,,,,,,,,
13920,,,42,224.4009,92.0416,,,,,,,,,
13968,,,48,277.2728,91.8357,,,,,,,,,
14000,,,,,,1.7902,0.6007,0.1984,-314.8915,15.916,0.7868,258.95,445.1009,1.9174
14011,,,43,188.5248,92.384,,,,,,,,,
14049,,,38,188.9713,89.5185,,,,,,,,,
14098,,,49,232.3923,88.933,,,,,,,,,
14128,,,30,147.9673,89.4262,,,,,,,,,
14172,,,44,223.5872,89.6136,,,,,,,,,
14204,,,32,143.1548,88.5081,,,,,,,,,
14225,,,21,103.4901,88.9972,,,,,,,,,
14251,,,26,129.1097,87.7993,,,,,,,,,
14310,,,59,326.5009,89.398,,,,,,,,,
14363,,,53,256.9519,89.2889,,,,,,,,,
14396,,,33,147.925,89.2949,,,,,,,,,
14443,,,47,236.4542,89.5222,,,,,,,,,
14461,,,18,86.8952,89.1327,,,,,,,,,
14500,,,,,,1.773,0.6025,0.195,-330.7506,22.6078,0.7529,237.0719,576.0359,2.6264
14545,,,84,443.2285,89.2281,,,,,,,,,
14597,,,52,239.0974,88.9798,,,,,,,,,
14647,,,50,236.1858,88.9996,,,,,,,,,
14671,,,24,119.95,89.8893,,,,,,,,,
14735,,,64,306.0789,89.0799,,,,,,,,,
14772,,,37,199.1238,89.2326,,,,,,,,,
14790,,,18,86.4836,89.8849,,,,,,,,,
14833,,,43,228.6647,89.3934,,,,,,,,,
14862,,,29,148.0398,88.8814,,,,,,,,,
14880,,,18,86.1101,89.9343,,,,,,,,,
14919,,,39,209.3546,89.1597,,,,,,,,,
14958,,,39,209.5858,89.4866,,,,,,,,,
15000,,,,,,1.7612,0.6117,0.1986,-334.8303,17.0913,0.7368,230.8571,829.485,4.911
15000,317.601,61.0,,,,,,,,,,,,
15006,,,48,232.7515,58.2788,,,,,,,,,
15038,,,32,161.492,92.1995,,,,,,,,,
15091,,,53,292.7451,92.388,,,,,,,,,
15118,,,27,133.3899,91.0472,,,,,,,,,
15170,,,52,250.4874,89.5869,,,,,,,,,
15221,,,51,263.3417,89.6096,,,,,,,,,
15241,,,20,97.8478,89.5655,,,,,,,,,
15261,,,20,97.5537,89.9187,,,,,,,,,
15308,,,47,224.3746,89.6925,,,,,,,,,
15345,,,37,192.2913,88.9863,,,,,,,,,
15384,,,39,197.2052,89.475,,,,,,,,,
15403,,,19,93.1432,90.0046,,,,,,,,,
15449,,,46,238.1709,89.5176,,,,,,,,,
15476,,,27,135.2808,89.571,,,,,,,,,
15500,,,,,,1.7867,0.6051,0.1959,-349.1048,15.3504,0.7748,366.6398,1810.6351,2.7046
15553,,,77,414.7688,89.2122,,,,,,,,,
15602,,,49,261.6869,89.4219,,,,,,,,,
15658,,,56,278.6633,92.2048,,,,,,,,,
15706,,,48,252.1671,92.1424,,,,,,,,,
15744,,,38,204.3604,91.9182,,,,,,,,,
15800,,,56,313.2495,91.9215,,,,,,,,,
15817,,,17,81.6085,92.0932,,,,,,,,,
15841,,,24,120.6303,92.1038,,,,,,,,,
15894,,,53,260.0787,91.5499,,,,,,,,,
15941,,,47,268.487,91.8739,,,,,,,,,
15969,,,28,136.6403,91.9151,,,,,,,,,
16000,,,,,,1.8284,0.6153,0.2058,-340.2464,22.456,0.8252,379.8897,1744.5879,3.632
16020,,,51,279.4583,91.8829,,,,,,,,,
16049,,,29,145.2733,92.3028,,,,,,,,,
16086,,,37,192.7115,91.7486,,,,,,,,,
16124,,,38,184.4078,92.14,,,,,,,,,
16153,,,29,150.9907,92.1463,,,,,,,,,
16185,,,32,167.8397,92.1047,,,,,,,,,
16231,,,46,213.4019,92.0687,,,,,,,,,
16262,,,31,156.4395,91.238,,,,,,,,,
16281,,,19,92.6174,89.5483,,,,,,,,,
16319,,,38,186.6863,89.3877,,,,,,,,,
16362,,,43,236.3659,88.9854,,,,,,,,,
16384,,,22,109.3045,89.8629,,,,,,,,,
16406,,,22,108.269,89.4352,,,,,,,,,
16427,,,21,103.7846,89.4261,,,,,,,,,
16474,,,47,253.7937,89.2851,,,,,,,,,
16500,,,,,,1.7944,0.6113,0.2014,-356.1375,20.4101,0.7756,343.4936,958.0577,2.6528
16517,,,43,206.0127,89.2826,,,,,,,,,
